,Excluded:,Unnamed: 1,Unnamed: 2,Section,Code,Page,SubCode,Text,Required/Core or Improvement,# of points,Notes,Agronomic Practices,Biosecurity/Sanitation,Planning,Application Restrictions,Education/training,Monitoring,Record-Keeping,Worker Safety,Materials/Waste Mgmt,Prohibited Practice,Prohibited Material,Limited Use Substances,Phase Out,Pesticide Practices,Threshold,Performance Standard,Non-Quantitative Performance Standards,Unnamed: 25,Differentiated Standards,Applies to Small Farms,Applies to Medium Farms ,Applies to Large Farms,CertName,Performance: Improvement,Unnamed: 26,Follow the law,Unnamed: 20,Biosecurity,Unnamed: 23,Unnamed: 24
37,,,,4. Pest Management – BLOCK ,Remedial Control: Weeds,10,15,Spot spraying was used to control weeds. Not applicable to potted plants. ,Scorecard,3,,spot spraying (herbicide),,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
38,,,,4. Pest Management – BLOCK ,Remedial Control: Weeds,10,16,Herbicide resistance management was practiced by applying herbicides with different 'modes of action' at least every third spray.,Scorecard,3,,,,,,,,,,,,,,,herbicide moa rotation,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
39,,,,4. Pest Management – BLOCK ,Pesticide Management,10,17,Pesticide Management,Scorecard,3,,pesticide buffer zones,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
40,,,,11.  Materials Handling – FARM ,Hazardous Material Use ,21,2,"The total amount of onsite hazardous materials, purchased and generated, was known and an inventory was kept and reviewed annually to communicate and manage performance. ",Scorecard,3,,,,,,,,hazmat records kept,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
41,,,,11.  Materials Handling – FARM ,Hazardous Material Use ,21,3,"Employees were trained to properly recognize, handle (including spill prevention, containment and cleanup), and dispose hazardous materials (e.g., solvents, cleaning materials, explosives, compressed gases, fuel, fertilizers, pesticides, acids, and lubricants). ",Scorecard,3,,,,,,,workers trained in hazmat,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
42,,,,11.  Materials Handling – FARM ,Pesticide Storage ,21,7,Pesticides were stored in a ventilated and locked room that can be unlocked from the inside or in an appropriate locked cabinet clearly marked with appropriate signage readable from 25 feet.,Scorecard,1,,,,,,,,,,pesticides stored safely,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
43,,,,11.  Materials Handling – FARM ,Pesticide Storage ,21,8,"The following safe pesticide storage practices were used: dry products above liquids, only undamaged original or spill-proof containers with original labels were stored, products were segregated by type (e.g., insecticides, herbicides, fungicides and rodenticides), storage area was more than 100 feet from the nearest well, and storage area had an impermeable floor and sump to contain leaks.",Scorecard,1,,,,,,,,,,pesticide stored safely,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
44,,,,11.  Materials Handling – FARM ,Pesticide Storage ,22,9,A documented schedule was in place and workers were trained to check the storage area for leaky containers and to contain spills and dispose containers according to proper procedures and state law. ,Scorecard,1,,,,,,,,,,regular inspections of pesticide storage area,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
45,,,,11.  Materials Handling – FARM ,Pesticide Storage ,22,10,"A bilingual emergency response plan, including emergency phone numbers, for pesticide spills and exposure was posted in an appropriate location(s), and workers were made familiar with and trained to follow the plan.  ",Scorecard,1,,,,"waste response plan: made available, is bilingual",,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
46,,,,11.  Materials Handling – FARM ,Pesticide Mixing and Loading,22,11,The outdoor pesticide mixing and loading area was more than 100 feet from the wellhead unless a berm or other physical characteristics protected the well from contamination by surface water.  ,Scorecard,1,,,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
47,,,,11.  Materials Handling – FARM ,Pesticide Mixing and Loading,22,12,An eye wash station maintained in good working order was provided at the mixing and loading site.  ,Scorecard,1,,,,,,,,,eyewash station,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
48,,,,11.  Materials Handling – FARM ,Pesticide Mixing and Loading,22,13,The indoor pesticide mixing and loading area was properly ventilated. ,Scorecard,1,,,,,,,,,proper ventilation when mixing,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
49,,,,11.  Materials Handling – FARM ,Pesticide Mixing and Loading,22,14,"Either a double-check valve, reduced pressure principle backflow prevention device, or an air gap was maintained between the water source and sprayer tank. ",Scorecard,1,,,,,,,,,,,,,,,protect from water contamination when mixing pesticides,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
0,,,,Exclusion Criteria,9,,,"Use of pesticides banned under the Stockholm Convention on Persistent Organic Pollutants (POPs), the WHO list of highly hazardous and hazardous pesticides, and pesticides listed in the Rotterdam Convention on Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade (PIC): a) Stockholm Convention: Annex A and B (page 33 ff): http://chm.pops.int/Portals/0/download.aspx?d=UNEP-POPS-COP-CONVTEXT.En.pdf b) Rotterdam Convention: Annex III (page 29 ff): http://www.pic.int/Portals/5/download.aspx?d=RC_Convention_Text_2011_English.pdf c) WHO list of hazardous pesticides class 1a and 1b (page 19ff): http://www.who.int/ipcs/publications/pesticides_hazard_2009.pdf",Required,nan,,,nan,,,,,,,,,"stockholm: a, stockholm: b. rotterdam: iii, who: 1a, who: 1b",,,,,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
1,,,,Exclusion Criteria,10,,,Pesticides are not prepared and applied by persons who are: a) not healthy b) not skilled and trained in the application of pesticides c) not eighteen years or older d) pregnant or nursing,Required,nan,,,nan,,,workers trained to handle pesticides,,,"worker must be: healthy, adult, not pregnant/nursing",,,,,,,,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
2,,,,Exclusion Criteria,11,,,"Non-submission of verifiable list of pesticides, the corresponding active ingredients utilized and volumes (e.g. litres and/or kilogrammes) traded with farmer base during the most recent season in annual selfassessments.",Required,nan,,,nan,,,,,keeps records of all pesticides,,,,pesticides not labelled properly,,,,,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
3,,,,Exclusion Criteria,12,,,"Use of nationally approved pesticides registered for the use in cotton cultivation, but not labelled according to national standards and not labelled in at least one of the national language",Required,nan,,,nan,,,,,,,,,,,,,,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
4,,,,Exclusion Criteria,13,,,"The Managing Entity has no time-bound plan regarding the introduction of integrated pest management, defined as: a) growing of a healthy crop b) prevention of build-up of pest populations c) preservation and enhancement of populations of beneficial insects d) regular field observations of the crop's health and key pest and beneficial insects e) management of resistance",Required,nan,,,nan,must have ipm plan,,,,,,,,,,,,,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
5,,,,Sustainability Criteria,Handling and application of pesticides,,,The Managing Entity provides sufficient evidence to demonstrate that it has an understanding about and actively pursues a strategy to manage the pesticides used for cotton cultivation aiming at minimizing impact on environment and health as well as pest resistance within their unit whenever economically and legally viable.,Required,nan,,,nan,"farmer understands impacts of pesticides, has a strategy",,"farmer understands impacts of pesticides, has a strategy",,"farmer understands impacts of pesticides, has a strategy",,,,,,,,,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
6,,,,Sustainability Criteria,Handling and application of pesticides,,,The Managing Entity provides sufficient evidence to demonstrate that farmers and affected workers (in the scope of the CmiA Unit) have been made aware of the risks and dangers related to the storage of pesticides (including leaking containers) and have been trained in appropriate safe storage measures such that access by children is prevented. (More than 80% of the farmers visited store their chemicals correctly and prevent access by children.),Required,nan,,,nan,,,farmers trained in pesticide storage,,,,"pesticides stored safely, pesticides out of reach of children",,,,,,,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
7,,,,Sustainability Criteria,Application of pesticides and user health protection,,,"Regarding application of pesticides, the Managing Entity demonstrates awareness about the possibilities of runoff or leaching of chemicals into streams or ground water and can prove that this is significant or non-significant for the Unit. If leaching of chemicals into streams or ground water is significant: Techniques to prevent runoff and leaching of chemicals are part of the farmer training. There is field evidence that farmers understand the concepts and these are applied by more than 66% of sampled farmers. Comment on ""non-significance"": When the farmer does not use application methods where more than 20 litres of spray mix/ha are applied in a single application (e.g. ULV or LV sprayers). In view of user health protection, the Managing Entity provides sufficient evidence to demonstrate that farmers have been trained in the use of safe spraying techniques, appropriate equipment and sufficient protective clothing as necessary for operator safety relative to the applied pesticide and the application equipment used (e.g. shirts with long sleeves, trousers, closed shoes, masks, gloves, safety goggles). More than 80% of the sampled operators use protective clothing throughout a campaign, that means - minimum shirt with long sleeves, long trousers, closed shoes, masks, gloves and safety goggles in the case of mixing/preparation - minimum shirt with long sleeves, long trousers and closed shoes in the case of application. Field evidence demonstrates that operators are not pregnant or nursing females or underaged. There are measures in place to promote the use of safer application equipment and success is measured.",Required,nan,,,nan,,,workers trained to handle pesticides,,,mimimal ppe,,,,,,,,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
8,,,,Sustainability Criteria,Handling and application of pesticides,,,"The Managing Entity provides sufficient evidence to demonstrate that farmers have been trained regarding the dangers of reusing empty pesticide containers and how to dispose of these in a safe manner such as burning, buring or disposal in a pit latrine and/or returning them. There is field evidence that farmers understand the concept and this is being generally applied. There are initiatives (communication) to design packaging and containers in a way that they can be disposed of safely in the field (e.g. burning, buring or disposal in a pit latrine w/o health and env. risk).",Required,nan,,,nan,,,farmers trained in container disposal,,,,farmers trained in container disposal,,,,,,,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
9,,,,Sustainability Criteria,Handling and application of pesticides,,,"The Managing Entity provides sufficient evidence to demonstrate that farmers have been trained in the principles of scouting and pest thresholds, which lead to the use of less pesticides. There is field evidence that farmers understand the concept and it is being applied by at least 80% of sampled farmers.",Required,nan,,,nan,,,farmers trained in scouting/thresholds,farmers trained in scouting/thresholds,,,,,,,,,farmers trained in scouting/thresholds,,nan,nan,,,,,CMIA,nan,nan,nan,nan,,,nan
0,,,,Scouting Section ,1.0,2.0,a,"What method of scouting did you most commonly use? 	Crop scouts followed specific patterns along pivot irrigation tracks, along field borders and in the interior of the field. = 5 points ",ScoreCard,5.0,,,,,,,scouting with specific methods,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
1,,,,Scouting Section ,1.0,2.0,b,Whose scouting data did you primarily use to make management decisions for this field? ,Scorecard,5.0,Prefers that data is taken by consultant or trained employee,,,,,,prefers that data is taken by consultant or trained employee,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
2,,,,Scouting Section ,1.0,2.0,c," If additional scouting data was taken, who provided these data? ",Scorecard,5.0,Bonus,,,,,,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
3,,,,Scouting Section ,1.0,3.0,d,How many scouting trips were made during each of the following stages of plant growth in this field?   (enter number of trips on all that apply) ,ScoreCard,30.0,,,,,,,number of scouting trips,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
4,,,,Scouting Section ,1.0,3.0,e,Why did you scout? ,ScoreCard,7.0,,,,,,,reasons for scouting,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
5,,,,Scouting Section ,1.0,3.0,f,Which of the following best represents how you or your farm manager kept track of the scouting information collected on this field? (,Scorecard,4.0,,,,,,,monitoring records,monitoring records,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
6,,,,Scouting Section ,1.0,4.0,g,Bonus:  Did you use computer generated geo-referenced images of pest populations to identify “hot spots” within fields to keep on file for long term comparisons of pest populations? ,Scorecard,5.0,,,,,,,use of records to find hotspots,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
7,,,,Information Sources Section,2.0,4.0,a,"Do you have access to weather data for the field of which you are certifying (e.g. pest alerts, insight report)?   ",Scorecard,4.0,,,,,,,has weather data,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
8,,,,Information Sources Section,2.0,4.0,b,"Did you use weather data (e.g. degree days, rainfall, etc.) in your management decision for: ",Scorecard,4.0,,,,,,,uses weather data for planning,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
9,,,,Information Sources Section,2.0,4.0,c,"Did you use recommendations from SureHarvest, WISDOM or PCM software for mgmt decisions on: (",Scorecard,4.0,,,,,,,used weather data and software to make decisions,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
10,,,,Information Sources Section,2.0,5.0,d,Did you attend the potato winter educational meetings? ,Scorecard,3.0,,,,,,attended educational events,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
11,,,,Information Sources Section,2.0,5.0,e,"In the past year, did you or your farm manager attend any university sponsored field days or educational meetings with regards to potato crop management (other than the winter educational meeting)?    ",Scorecard,5.0,,,,,,attended educational events,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
12,,,,Information Sources Section,2.0,5.0,f,Bonus:  Have you conducted on-farm research in collaboration with the University?,Scorecard,5.0,Bonus,,,,,conducted on-farm research w/ university,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
13,,,,Information Sources Section,2.0,5.0,g,Bonus:  Have you conducted on-farm research on your own and maintained data for any of the following categories? ,Scorecard,8.0,Bonus,,,,,conducted on-farm research on own,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
14,,,,Pest Management Decisions,3.0,6.0,a,"Did you ever NOT spray to control a pest, even if scouting records indicated that levels of the pest were at or above thresholdsbecause:",Scorecard,6.0,,not spraying for pest despite above threshold,,,,,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
15,,,,Pest Management Decisions,3.0,6.0,b,"As a self evaluation, I would characterize my principal or main pest control strategy as:",Scorecard,5.0,,,,self-description of holistic strategy,,,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
16,,,,Pest Management Decisions,3.0,6.0,c,Is the person who makes pesticide applications on your farm a certified applicator (can be a private or commercial applicator)? ,Scorecard,1.0,,,,,,certified applicator applies pesticides,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
17,,,,Pest Management Decisions,3.0,7.0,d,Is your spray equipment (or the custom applicators’ equipment) calibrated  before this crop season? ,Scorecard,1.0,,,,,,,,,,,,,,,calibration 1x/season,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
18,,,,Pest Management Decisions,3.0,7.0,e,Do you have and follow a written drift management plan for pesticide applications? ,Scorecard,1.0,,,,plan for pesticide drift,,,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
19,,,,Field Management Decisions ,4.0,7.0,a,This field was last planted to potatoes: ,ScoreCard,7.0,Rotation Length,length of crop rotation,,,,,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
20,,,,Field Management Decisions ,4.0,7.0,b,This field was rotated away from other potato fields in order to minimize pest pressures by: ,ScoreCard,5.0,,distance of crop rotation,,,,,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
21,,,,Field Management Decisions ,4.0,8.0,c,Did you plant certified seed? ,ScoreCard,3.0,,,certified seed,,,,,,,,,,,,,,,nan,nan,,,,,HealthyGrown,nan,nan,nan,nan,nan,nan,
