,PRODUCTNAME,EPAREGISTRATIONNUMBER,PESTICIDEFORM,APPROVEDDATE,CANCELTRANSFERDATE,RESTRICTEDUSEPRODUCT,CONDITIONALLYFLAG,SIGNALWORD,ALTBRANDNAMELIST,COMPANY,AGENT,DISTRIBUTORLIST,FORMULATIONLIST,PESTLIST,SITELIST,PRODUCTMANAGERLIST,TRANSFERLIST,TYPESLIST
15969,PRODIAMINE 65 MC,83558-6,02,2004-10-22, ,F,Y,Caution,,,,,,,,,,
15970,OXADIAZON TECHNICAL,83558-16,01,2004-09-08, ,F,Y,Warning,,,,,,,,,,
15971,ACEPHATE TECHNICAL,83558-35,01,2004-12-09, ,F,Y,Caution,,,,,,,,,,
15972,PRODIAMINE TECHNICAL,83558-4,01,2004-10-22, ,F,Y,Caution,,,,,,,,,,
15973,THIDIAZURON TECHNICAL,83558-25,01,2004-01-13, ,F,Y,Caution,,,,,,,,,,
15974,NATIONS AG II METSULFURON METHYL TECHNICAL,83558-23,01,2006-01-26, ,F,N,Caution,,,,,,,,,,
15975,ORYZALIN TECHNICAL,83558-22,01,2002-01-10, ,F,Y,Caution,,,,,,,,,,
15976,STREPTOMYCIN SULFATE TECHNICAL,83558-18,01,1999-07-12, ,F,Y,Caution,,,,,,,,,,
15977,FourStar MBG,85685-3,21,2012-10-25, ,F,N,Caution,,,,,,,,,,
15978,FourStar Bti CRG,85685-4,04,2013-02-27, ,F,N,Caution,,,,,,,,,,
15979,FOURSTAR CRG,85685-2,04,2011-09-07, ,F,N,Caution,,,,,,,,,,
15980,COPPER SHIELD,85688-1,10,2009-08-26, ,F,N,Caution,,,,,,,,,,
15981,Salvus,83979-8,12,2018-06-29, ,F,N,Warning,,,,,,,,,,
15982,VOLTA EXTRA HERBICIDE,83979-1,14,2009-05-11, ,F,N,Caution,,,,,,,,,,
15983,UP-23,83997-13,15,2018-04-19, ,F,Y,Danger,,,,,,,,,,
15984,VIANCE CA-C,83997-10,  ,2012-09-14, ,F,N,Danger,,,,,,,,,,
15985,VIANCE PACK PT,83997-11,14,2012-11-15, ,F,N,Danger,,,,,,,,,,
15986,EL2 ONE PACK,83997-9,15,2011-09-28, ,F,N,Warning,,,,,,,,,,
15987,CLEARWOOD-MW2,83997-7,16,2005-02-08, ,F,Y,Caution,,,,,,,,,,
15988,ACQ 2102,83997-5,15,1999-01-06, ,F,Y,Danger,,,,,,,,,,
15989,CLEARWOOD MW1,83997-6,16,2002-08-28, ,F,Y,Danger,,,,,,,,,,
15990,TIMBERSAVER,83997-8,15,1998-12-15, ,F,Y,Caution,,,,,,,,,,
15991,ACQ-C,83997-2,15,1969-06-30, ,F,Y,Danger,,,,,,,,,,
15992,ACQ-C2,83997-4,15,1994-04-14, ,F,Y,Danger,,,,,,,,,,
15993,IMPEL RODS,83997-1,16,1989-07-24, ,F,N,Caution,,,,,,,,,,
15994,ADDITIVE SSB,83587-3,15,2007-09-28, ,F,Y,Caution,,,,,,,,,,
15995,NO FLY ZONE,83588-1,10,2006-09-26, ,F,Y,No Signal Word,,,,,,,,,,
15996,WET & FORGET BUG KILLER,84115-2,16,2012-12-21, ,F,N,Caution,,,,,,,,,,
15997,WET & FORGET,84115-1,15,2008-04-01, ,F,N,Danger,,,,,,,,,,
15998,ETHOXYWRAP,84127-2,10,2011-01-26, ,F,N,Caution,,,,,,,,,,
15999,HUPP 94-815,81853-2,02,2010-08-16, ,F,N,Caution,,,,,,,,,,
16000,HEADS UP PLANT PROTECTANT,81853-1,12,2005-09-23, ,F,N,Caution,,,,,,,,,,
16001,DECOSAN,81857-1,15,2005-08-03, ,F,Y,Warning,,,,,,,,,,
16002,RM Glufosinate,84009-35,12,2019-11-18, ,F,N,Warning,,,,,,,,,,
16003,COMPARE-N-SAVE WEED & GRASS KILLER QUICK ACTING FORMULA,84009-31,16,2017-10-26, ,F,N,Caution,,,,,,,,,,
16004,COMPARE-N-SAVE 53.8,84009-30,15,2017-10-24, ,F,N,Caution,,,,,,,,,,
16005,Compare-N-Save Indoor/Outdoor Insect Concentrate,84009-32,15,2017-11-03, ,F,Y,Caution,,,,,,,,,,
16006,RM43 RTU,84009-33,16,2018-01-22, ,F,N,Warning,,,,,,,,,,
16007,BRUSHTOX Brush Killer,84009-26,12,2016-12-01, ,F,Y,Caution,,,,,,,,,,
16008,QUICK ACTING WEED KILLER CONCENTRATE,84009-29,15,2017-09-06, ,F,N,Caution,,,,,,,,,,
16009,RM43 TOTAL VEGETATION CONTROL,84009-3,14,2015-07-10, ,F,N,Danger,,,,,,,,,,
16010,GLY-4 PLUS HERBICIDE,84009-12,15,2009-10-20, ,F,N,Caution,,,,,,,,,,
16011,"2,4-D AMINE WEED KILLER",84009-4,15,1951-02-05, ,F,Y,Danger,,,,,,,,,,
16012,GLY-4 HERBICIDE,84009-13,15,2009-09-24, ,F,N,Caution,,,,,,,,,,
16013,AGRILON GLYPHOSATE TECHNICAL,84009-1,01,2010-09-20, ,F,Y,Danger,,,,,,,,,,
16014,ALENZA GLYPHOSATE PLUS,84009-28,15,2007-05-21, ,F,Y,Warning,,,,,,,,,,
16015,GLYPHOSATE 41% SUPER CONCENTRATE HERBICIDE,84009-27,15,2007-03-20, ,F,N,Warning,,,,,,,,,,
16016,"2,4-D LO-V ESTER 6E",84009-9,12,1985-10-16, ,F,Y,Caution,,,,,,,,,,
16017,"UNICO 2,4-D LO-V ESTER WEED KILLER",84009-5,12,1953-11-24, ,F,Y,Caution,,,,,,,,,,
16018,BULL RIUN YELLOWJACKET TRAP,84565-4,10,2009-06-23, ,F,N,Caution,,,,,,,,,,
16019,BULL RUN JAPANESE & ORIENTAL BEETLE TRAP,84565-1,10,2009-03-30, ,F,N,Caution,,,,,,,,,,
16020,BULL RUN FLY ATTRACTANT,84565-2,10,2009-06-02, ,F,N,Caution,,,,,,,,,,
16021,WASP HORNET YELLOWJACKET ATTRACTANT SYSTEM,84565-3,16,2010-02-04, ,F,N,Caution,,,,,,,,,,
16022,DISPOSABLE BULL RUN YELLOWJACKET TRAP E,84565-7,21,2010-02-03, ,F,N,Caution,,,,,,,,,,
16023,DISPOSABLE BULL RUN YELLOWJACKET TRAP W,84565-6,10,2009-06-23, ,F,N,Caution,,,,,,,,,,
16024,BULL RUN YELLOWJACKET TRAP CARTRIDGE,84565-5,10,2009-06-23, ,F,N,Caution,,,,,,,,,,
16025,MICROSILVER BG-R,84146-1,01,2008-03-18, ,F,Y,Caution,,,,,,,,,,
16026,CHARLESTON,84150-4,16,2019-11-08, ,F,N,Caution,,,,,,,,,,
16027,SALSA,84150-3,16,2019-11-08, ,F,N,No Signal Word,,,,,,,,,,
16028,JigSAW,84150-1,16,2018-05-21, ,F,N,No Signal Word,,,,,,,,,,
16029,MITERSAW,84150-2,16,2018-05-21, ,F,N,No Signal Word,,,,,,,,,,
16030,HYDRIA CLEAR BROMINATING TABS FOR COOLING TOWERS,84699-6,01,2017-12-12, ,F,Y,Danger,,,,,,,,,,
16031,BAVICBROM TABLET SLOW DISSOLVING BROMINATING TABLETS FOR POOL AND SPA,84699-3,15,2013-06-20, ,F,N,Danger,,,,,,,,,,
16032,BAVICBROM GRANULAR,84699-1,91,2013-06-20, ,F,Y,Danger,,,,,,,,,,
16033,SAUSX-01B,82534-9,12,2016-05-23, ,F,Y,Caution,,,,,,,,,,
16034,SAUSX-03,82534-10,  ,2018-01-19, ,F,N,Caution,,,,,,,,,,
16035,SAUSX-02,82534-6,15,2016-10-13, ,F,N,Caution,,,,,,,,,,
16036,SAUSX-02B,82534-8,15,2016-10-13, ,F,N,Caution,,,,,,,,,,
16037,SAUSX-01,82534-5,12,2012-12-21, ,F,N,Caution,,,,,,,,,,
16038,ACIFLUORFEN 2L,82534-2,15,2012-03-27, ,F,N,Danger,,,,,,,,,,
16039,GLUFOSINATE 280 SL HERBICIDE,82534-4,15,2012-12-05, ,F,N,Warning,,,,,,,,,,
16040,PARAQUAT TECHNICAL,82542-35,01,2019-10-29, ,F,N,Danger,,,,,,,,,,
16041,TEBUCONAZOLE 3.6F AG FUNGICIDE,82542-31,14,2011-06-14, ,F,N,Caution,,,,,,,,,,
16042,TEBUCONAZOLE 3.6F T&O FUNGICIDE,82542-30,15,2011-04-26, ,F,N,Caution,,,,,,,,,,
16043,TEBUCONAZOLE 3.6F FUNGICIDE,82542-27,12,2010-05-24, ,F,N,Caution,,,,,,,,,,
16044,DYNAQUAT,82542-26,14,2010-01-21, ,T,Y,Danger,,,,,,,,,,
16045,SOLERA DIQUAT DIBROMIDE MUP,82542-29,15,2011-02-09, ,F,N,Caution,,,,,,,,,,
16046,TEBUCONAZOLE 45 DF FUNGICIDE,82542-9,11,2009-02-09, ,F,N,Warning,,,,,,,,,,
16047,SOLERA DIQUAT 2L DESICCANT,82542-15,  ,2009-05-14, ,F,Y,Caution,,,,,,,,,,
16048,SOLERA DIQUAT LANDSCAPE AND AQUATIC HERBICIDE,82542-14,15,2009-05-14, ,F,Y,Caution,,,,,,,,,,
16049,TEBUCONAZOLE TECHNICAL,82542-4,01,2007-12-06, ,F,N,Caution,,,,,,,,,,
16050,PARAQUAT CONCENTRATE,82542-3,15,2007-10-11, ,T,Y,Danger,,,,,,,,,,
16051,SILVER ASSEMBLY,82544-2,10,2015-07-30, ,F,Y,No Signal Word,,,,,,,,,,
16052,SILVER ASSEMBLY WITH WASHING MACHINE,82544-1,15,2015-07-30, ,F,Y,No Signal Word,,,,,,,,,,
16053,CONCROBIUM MOLD CONTROL (MUP),82552-2,02,2008-02-26, ,F,N,No Signal Word,,,,,,,,,,
16054,CONCROBIUM,82552-1,16,2005-10-13, ,F,Y,No Signal Word,,,,,,,,,,
16055,MPALE ANTIMICROBIAL,83129-1,16,2006-11-01, ,F,N,No Signal Word,,,,,,,,,,
16056,SMARTPAC,83131-1,10,2006-10-24, ,F,Y,Caution,,,,,,,,,,
16057,HOT TUB SERUM TOTAL MAINTENANCE,84409-2,  ,2017-02-13, ,F,Y,Danger,,,,,,,,,,
16058,AHH-SOME GEL,84409-1,15,2016-12-07, ,F,Y,Danger,,,,,,,,,,
16059,PIGNX CAULKING GEL,84418-1,19,2008-01-15, ,F,N,Caution,,,,,,,,,,
16060,X17-2 Papaya,84427-1,  ,2016-01-12, ,F,N,No Signal Word,,,,,,,,,,
16061,SODIUM HYPOCHLORITE 12.5%,84437-1,15,2013-07-23, ,F,N,Danger,,,,,,,,,,
16062,WP101-PRO,88201-1,16,2017-12-12, ,F,Y,Caution,,,,,,,,,,
16063,2.2% SODIUM HYPOCHLORITE SOLUTION,88049-2,15,2011-06-30, ,F,Y,Caution,,,,,,,,,,
16064,AiM-A,88050-3,09,2017-04-11, ,F,Y,Caution,,,,,,,,,,
16065,AIM-L,88050-2,09,2013-04-25, ,F,N,Caution,,,,,,,,,,
16066,GLYCEL SUPER MAX HERBICIDE,86004-7,15,2020-01-13, ,F,N,Caution,,,,,,,,,,
16067,GLYCEL ULTRA MAX HERBICIDE,86004-6,15,2012-03-29, ,F,N,Caution,,,,,,,,,,
16068,GLYPHOSATE 62% SL,86004-5,14,2009-09-15, ,F,Y,Caution,,,,,,,,,,
16069,GLYCEL 41% SL,86004-3,15,2009-09-17, ,F,Y,Caution,,,,,,,,,,
16070,GLYPHOSATE TECHNICAL,86004-1,01,2009-09-15, ,F,Y,Danger,,,,,,,,,,
16071,THYMOL MATERIALS PRESERVATIVES,86014-1,15,2013-03-12, ,F,N,Danger,,,,,,,,,,
16072,VELOX PLUS ANTIFOULING WHITE,86015-1,16,2010-11-02, ,F,N,Danger,,,,,,,,,,
16073,PROBLAD VERDE,84876-2,  ,2017-04-21, ,F,N,Caution,,,,,,,,,,
16074,PROBLAD PLUS,84876-1,14,2013-02-28, ,F,N,Caution,,,,,,,,,,
16075,MOSI-GUARD(TM) OIL OF EUCALYPTUS INSECT REPELLENT LOTION,84878-1,16,2008-04-23, ,F,N,Warning,,,,,,,,,,
16076,MOSI-GUARD OIL OF LEMON EUCALYPTUS INSECT REPELLENT,84878-2,16,2008-04-23, ,F,N,Caution,,,,,,,,,,
16077,CITRIODIOL OLE,84878-3,01,2008-04-23, ,F,N,Warning,,,,,,,,,,
16078,CITRIODIOL,84878-5,01,2002-12-20, ,F,Y,Warning,,,,,,,,,,
16079,G77,84886-4,  ,2018-07-19, ,F,N,Caution,,,,,,,,,,
16080,C8910 FLY REPELLENT OIL,84893-1,16,2009-10-13, ,F,N,Caution,,,,,,,,,,
16081,SODIUM HYPOCHLORITE SOLUTION 12.5%,86274-1,14,2010-03-08, ,F,Y,Danger,,,,,,,,,,
16082,FARMWAY GLYPHOSATE 62% MANUFACTURING CONCENTRATE,86277-1,02,2009-12-24, ,F,N,Caution,,,,,,,,,,
16083,FARMWAY GLYPHOSATE TECHNICAL,86277-2,01,2009-05-11, ,F,Y,Danger,,,,,,,,,,
16084,FARMWAY GLYPHOSATE 41% SL,86277-3,15,2010-01-26, ,F,Y,Caution,,,,,,,,,,
16085,PLANET BREEZE,86282-2,14,2010-10-29, ,F,N,Danger,,,,,,,,,,
16086,PLANET BREEZE P,86282-4,15,2011-03-25, ,F,N,Danger,,,,,,,,,,
16087,PERMASEASE 31-67,86291-1,  ,2011-08-17, ,F,Y,Caution,,,,,,,,,,
16088,PERMASEASE 3-15,86291-4,16,2016-08-19, ,F,Y,Caution,,,,,,,,,,
16089,PERMASEASE 4-4,86291-3,16,2011-08-16, ,F,Y,Caution,,,,,,,,,,
16090,PERMASEASE 30-30,86291-2,21,2011-08-17, ,F,Y,Caution,,,,,,,,,,
16091,CHLORINE,86027-3,01,2009-10-30, ,F,N,Danger,,,,,,,,,,
16092,SODIUM HYPOCHLORITE 10.8% MUP,86027-2,02,2009-10-08, ,F,N,Danger,,,,,,,,,,
16093,SODIUM HYPOCHLORITE 10.8%,86027-1,  ,2009-10-08, ,F,N,Danger,,,,,,,,,,
16094,THWARTEX,85588-18,  ,2020-10-21, ,F,N,Caution,,,,,,,,,,
16095,NICOVAL HERBICIDE,85588-10,11,2010-01-07, ,F,N,Caution,,,,,,,,,,
16096,CAVEAT HERBICIDE,85588-7,21,2010-01-07, ,F,N,Caution,,,,,,,,,,
16097,METCEL VMF HERBICIDE,85588-6,11,2010-04-01, ,F,N,Caution,,,,,,,,,,
16098,FALLOUT HERBICIDE,85588-5,11,2010-03-18, ,F,N,Caution,,,,,,,,,,
16099,AGSURF MSM HERBICIDE,85588-13,11,2010-04-01, ,F,N,Caution,,,,,,,,,,
16100,RIMGRO HERBICIDE,85588-1,11,2010-01-07, ,F,N,Caution,,,,,,,,,,
16101,MINT-X(R) MULTIPURPOSE FLEXIBLE PLASTIC,85589-1,10,2009-09-30, ,F,N,No Signal Word,,,,,,,,,,
16102,VIKING PURE DISINFECTANT,87542-1,  ,2020-11-04, ,F,N,No Signal Word,,,,,,,,,,
16103,MOLD PROOFER PAINT,87469-1,16,2012-04-26, ,F,N,Danger,,,,,,,,,,
16104,BG-Sweetscent,87472-1,  ,2016-06-10, ,F,N,Caution,,,,,,,,,,
16105,AGSAVER GLYPHOSATE 53.8%,83772-12,15,2017-04-11, ,F,N,Caution,,,,,,,,,,
16106,AGSAVER DICAMBA DMA SALT,83772-11,15,2014-10-28, ,F,N,Warning,,,,,,,,,,
16107,AGSAVER GLYPHOSATE 41% PLUS,83772-8,15,2010-05-03, ,F,Y,Caution,,,,,,,,,,
16108,AGSAVER BIFENTHRIN 2EC,83772-2,12,2008-04-17, ,T,Y,Warning,,,,,,,,,,
16109,AGSAVER ABAMECTIN 0.15 EC,83772-4,12,2009-07-10, ,T,Y,Danger,,,,,,,,,,
16110,MEPIT,83772-13,15,2007-06-13, ,F,Y,Caution,,,,,,,,,,
16111,AgLogic T-REX Dicamba DGA,87895-6,15,2017-11-28, ,F,Y,Caution,,,,,,,,,,
16112,Dicamba 48% SL,87895-5,15,2016-09-21, ,F,N,Caution,,,,,,,,,,
16113,AGLOGIC 15GG,87895-4,04,2016-08-17, ,T,Y,Danger,,,,,,,,,,
16114,MEYMIK 15G,87895-1,04,2011-12-22, ,T,Y,Danger,,,,,,,,,,
16115,MEYMIK TECHNICAL,87895-2,01,2012-01-20, ,F,Y,Danger,,,,,,,,,,
16116,Protec-T,87809-1,  ,2020-06-04, ,F,N,Caution,,,,,,,,,,
16117,TRICHLOR GRANULAR,87966-3,04,2010-12-09, ,F,N,Danger,,,,,,,,,,
16118,TRICHLOR TABLETS,87966-2,05,2010-12-09, ,F,N,Danger,,,,,,,,,,
16119,DICHLOR 56 GRANULAR,87966-1,01,2010-12-09, ,F,N,Danger,,,,,,,,,,
16120,Exidot for Dogs,88051-4,16,2017-09-15, ,F,Y,Warning,,,,,,,,,,
16121,ZERONIL PLUS SPOT-ON SOLUTION FOR CATS,88051-5,16,2018-11-20, ,F,Y,Caution,,,,,,,,,,
16122,Exidot for Cats,88051-3,16,2017-09-15, ,F,Y,Warning,,,,,,,,,,
16123,Zeronil Plus Spot-on Solution for Dogs,88051-6,16,2018-11-20, ,F,Y,Caution,,,,,,,,,,
16124,ZERONIL SPOT-ON SOLUTION FOR CATS,88051-1,16,2012-08-30, ,F,N,Caution,,,,,,,,,,
16125,ZERONIL SPOT-ON SOLUTION FOR DOGS,88051-2,16,2012-08-30, ,F,N,Caution,,,,,,,,,,
16126,MOSS BUSTER,84316-1,16,2011-03-14, ,F,N,Caution,,,,,,,,,,
16127,GO2,84912-2,06,2009-06-03, ,F,Y,Danger,,,,,,,,,,
16128,DFBZ TECHNICAL,85905-7,01,2014-08-15, ,F,Y,Caution,,,,,,,,,,
16129,3%-DFBZ FEEDTHROUGH,85905-8,05,2014-06-10, ,F,Y,Caution,,,,,,,,,,
16130,C712.0 FOR CATS,88052-9,16,2012-12-13, ,F,Y,Caution,,,,,,,,,,
16131,C712.0 FOR DOGS,88052-8,16,2012-12-13, ,F,Y,Caution,,,,,,,,,,
16132,C668.2 FOR DOGS,88052-15,16,2013-04-19, ,F,N,Caution,,,,,,,,,,
16133,HVG FIPRONIL TECHNICAL,88052-4,01,2012-12-18, ,F,N,Warning,,,,,,,,,,
16134,C710.0 FOR CATS,88052-16,16,2013-04-19, ,F,N,Caution,,,,,,,,,,
16135,OXAMYL 24 INSECTICIDE/NEMATICIDE,88058-8,  ,2018-08-13, ,T,Y,Danger,,,,,,,,,,
16136,OXAMYL 42 INSECTICIDE/NEMATICIDE,88058-6,15,2017-12-11, ,T,Y,Danger,,,,,,,,,,
16137,OXAMYL TECHNICAL,88058-7,01,2017-12-11, ,F,Y,Danger,,,,,,,,,,
16138,DURATEX M CROP SPRAY OIL,88060-1,01,2012-05-10, ,F,N,Caution,,,,,,,,,,
16139,SUPER SOLID PLUS,86042-1,11,2010-04-06, ,F,N,Danger,,,,,,,,,,
16140,TWINOXIDE COMPONENT A,86054-1,06,2009-12-08, ,F,N,Danger,,,,,,,,,,
16141,ARC-METOLAZINE HERBICIDE,84930-23,12,2010-12-28, ,T,N,Caution,,,,,,,,,,
16142,ECO BRASS,85604-1,16,2009-11-13, ,F,Y,No Signal Word,,,,,,,,,,
16143,PAPA RICHTER'S ROACH RIDDER,86314-1,10,2010-06-03, ,F,Y,Caution,,,,,,,,,,
16144,CINAGRO,86330-16,01,2013-05-29, ,F,N,Caution,,,,,,,,,,
16145,SUNSPRAY 6E WESTERN,86330-15,17,2000-08-02, ,F,Y,Caution,,,,,,,,,,
16146,SUNSPRAY 6C,86330-10,12,1990-05-18, ,F,Y,Caution,,,,,,,,,,
16147,SUNSPRAY 6E PLUS,86330-11,17,1989-01-04, ,F,N,Caution,,,,,,,,,,
16148,SUNSPRAY ULTRA-FINE YEAR-ROUND PESTICIDAL OIL,86330-13,12,1994-02-17, ,F,Y,Caution,,,,,,,,,,
16149,SUNSPRAY 11N,86330-1,01,1949-12-30, ,F,N,Caution,,,,,,,,,,
16150,SUNSPRAY 7N,86330-2,02,1958-04-30, ,F,N,Caution,,,,,,,,,,
16151,SUNSPRAY 7E,86330-3,17,1965-12-16, ,F,N,Caution,,,,,,,,,,
16152,SUNSPRAY 11E,86330-4,17,1966-01-05, ,F,Y,Caution,,,,,,,,,,
16153,SUNSPRAY 9N,86330-9,01,1988-04-20, ,F,N,Caution,,,,,,,,,,
16154,SUNSPRAY 6E,86330-6,17,1968-09-24, ,F,Y,Caution,,,,,,,,,,
16155,SUNSPRAY 6N,86330-5,01,1966-01-05, ,F,N,Caution,,,,,,,,,,
16156,SUNSPRAY 8N,86330-7,01,1987-06-18, ,F,Y,Caution,,,,,,,,,,
16157,SUNSPRAY 9C,86330-12,17,1989-02-09, ,F,Y,Caution,,,,,,,,,,
16158,SUNSPRAY ULTRA-N,86330-14,01,1995-05-30, ,F,Y,Caution,,,,,,,,,,
16159,SUNSPRAY 9E,86330-8,12,1988-04-20, ,F,Y,Caution,,,,,,,,,,
16160,EcoBird 14.5,86583-5,15,2017-04-06, ,F,N,Caution,,,,,,,,,,
16161,ECOBIRD 4.0,86583-4,16,2014-07-28, ,F,N,Caution,,,,,,,,,,
16162,METHYL ANTHRANILATE TECHNICAL,86583-3,01,2014-07-28, ,F,N,Caution,,,,,,,,,,
16163,CALLINGTON 1-SHOT AIRCRAFT INSECTICIDE,83795-1,19,2007-08-13, ,F,Y,Caution,,,,,,,,,,
16164,AQUASORB LS 0.5 AG,87256-1,10,2011-05-13, ,F,N,Caution,,,,,,,,,,
16165,BIO-PROTECT AM500,87583-2,15,2010-09-07, ,F,N,Warning,,,,,,,,,,
16166,BIO-PROTECT 7200,87583-1,02,2010-09-01, ,F,N,Danger,,,,,,,,,,
16167,BIO-PROTECT DP,87583-5,15,2011-11-03, ,F,N,Danger,,,,,,,,,,
16168,BIO-PROTECT AM50,87583-3,16,2011-06-22, ,F,N,No Signal Word,,,,,,,,,,
16169,MICROCLEAR,87117-1,16,2010-11-18, ,F,N,Caution,,,,,,,,,,
16170,SC-8,87134-2,15,2010-07-14, ,F,N,Caution,,,,,,,,,,
16171,SC-5,87134-1,15,2010-04-06, ,F,N,Caution,,,,,,,,,,
16172,SANOGIENE,88089-1,15,2011-06-15, ,F,N,Caution,,,,,,,,,,
16173,ArmorTech TM 462 F,86064-9,  ,2020-03-05, ,F,Y,Caution,,,,,,,,,,
16174,ArmorTech ZOXY 2F,86064-6,15,2018-08-03, ,F,N,Caution,,,,,,,,,,
16175,ArmorTech TEB 360F,86064-8,  ,2018-09-10, ,F,N,Caution,,,,,,,,,,
16176,ArmorTech IMD 2F,86064-7,  ,2018-07-09, ,F,Y,Caution,,,,,,,,,,
16177,ARMORTECH (R) THREESOME(TM),86064-5,15,2009-12-16, ,F,N,Danger,,,,,,,,,,
16178,ARMOR TECH CLT 720 FL,86064-2,12,2009-06-01, ,F,Y,Warning,,,,,,,,,,
16179,ARMORTECH CLT 825 DF,86064-1,11,2009-06-01, ,F,Y,Warning,,,,,,,,,,
16180,ARMOR TECH PPZ 143 MC,86064-4,12,2009-07-07, ,F,N,Warning,,,,,,,,,,
16181,ARMOR TECH PGR 113 MC,86064-3,12,2009-06-24, ,F,Y,Caution,,,,,,,,,,
16182,ConBlock MIC50,87907-2,  ,2016-01-04, ,F,N,Warning,,,,,,,,,,
16183,ConBlock MIC36,87907-1,  ,2016-01-04, ,F,N,Warning,,,,,,,,,,
16184,PYRIPROXYFEN TECHNICAL GRADE,87931-6,01,2012-09-14, ,F,N,Caution,,,,,,,,,,
16185,BIOGLOBAL CODLING MOTH TECHNICAL PHEROMONE,87931-10,01,2011-08-09, ,F,N,Caution,,,,,,,,,,
16186,BIOLOGICAL ORIENTAL FRUIT MOTH TECHNICAL PHEROMONE,87931-11,01,2011-12-22, ,F,N,Caution,,,,,,,,,,
16187,FIPRONIL TECHNICAL,87931-1,01,2011-01-03, ,F,N,Warning,,,,,,,,,,
16188,S-METHOPRENE TECHNICAL,87931-2,  ,2012-08-10, ,F,N,Caution,,,,,,,,,,
16189,PDCB MOLTEN INSECTICIDE,87108-1,01,1968-10-15, ,F,N,Warning,,,,,,,,,,
16190,PDCB FLAKES,87108-2,02,2000-06-29, ,F,Y,Warning,,,,,,,,,,
16191,Dicamba Technical,87976-1,  ,2020-04-07, ,F,Y,Danger,,,,,,,,,,
16192,CHRYSOGEN,87978-5,  ,2020-03-20, ,F,N,Caution,,,,,,,,,,
16193,LEPIGEN,87978-7,  ,2020-04-17, ,F,N,Caution,,,,,,,,,,
16194,SURTIVO,87978-6,  ,2020-03-20, ,F,N,Caution,,,,,,,,,,
16195,Surtivo Plus,87978-9,  ,2020-04-17, ,F,N,Caution,,,,,,,,,,
16196,Surtivo Ultra,87978-8,  ,2020-04-17, ,F,N,Caution,,,,,,,,,,
16197,FAWLIGEN,87978-4,15,2016-10-24, ,F,N,Caution,,,,,,,,,,
16198,SPODOPTERA FRUGIPERDA MULTIPLE NUCLEOPOLYHEDROVIRUS - 3AP2,87978-3,01,2016-10-24, ,F,N,Caution,,,,,,,,,,
16199,HELIGEN,87978-2,15,2014-03-05, ,F,N,Caution,,,,,,,,,,
16200,HELICOVERPA ZEA NUCLEOPOLYHEDROVIRUS,87978-1,02,2014-03-05, ,F,N,Caution,,,,,,,,,,
16201,SWIMCAS-CHLOR,86801-1,15,2013-09-16, ,F,N,Danger,,,,,,,,,,
16202,THYMOX DISINFECTANT SPRAY,87742-1,16,2011-12-27, ,F,N,Caution,,,,,,,,,,
16203,URTHPRO,84368-1,16,2008-06-09, ,F,N,No Signal Word,,,,,,,,,,
16204,MBC-33,87994-2,18,1969-02-10, ,T,N,Danger,,,,,,,,,,
16205,STRIKE 85CP FUMIGANT,87994-6,18,2012-04-17, ,T,N,Danger,,,,,,,,,,
16206,STRIKE 100CP FUMIGANT,87994-5,18,2012-04-17, ,T,N,Danger,,,,,,,,,,
16207,PIC PLUS FUMIGANT,87994-4,16,2003-04-29, ,T,Y,Danger,,,,,,,,,,
16208,HD-PIC FUMIGANT,87994-3,16,1974-10-07, ,T,Y,Danger,,,,,,,,,,
16209,CROP$MART GLYPHOSATE 41% EXTRA,85945-1,15,2014-11-13, ,F,Y,Caution,,,,,,,,,,
16210,"KT DICAMBA 2,4-D DMA",86363-25,12,2019-06-14, ,F,Y,Danger,,,,,,,,,,
16211,KT DICAMBA 4 DMA,86363-23,12,2019-05-17, ,F,Y,Warning,,,,,,,,,,
16212,KT GLYPHOSATE 41,86363-24,15,2019-07-11, ,F,N,Caution,,,,,,,,,,
16213,BIFEN 25% EC INSECTICIDE/MITICIDE,86363-1,12,2009-12-08, ,T,Y,Warning,,,,,,,,,,
16214,BIFENCHLOR,86363-11,12,2011-09-13, ,T,N,Warning,,,,,,,,,,
16215,KT CLETHODIM 2EC,86363-12,12,2011-10-27, ,F,N,Warning,,,,,,,,,,
16216,FRESHPROTECT,86381-2,15,2012-11-30, ,F,N,Caution,,,,,,,,,,
16217,SPUDEFENDER,86381-1,14,2010-10-07, ,F,N,Danger,,,,,,,,,,
16218,ZENITH 388,87584-3,12,2018-07-19, ,F,Y,Danger,,,,,,,,,,
16219,ZENITH GREEN 388,87584-4,14,2011-06-28, ,F,N,Danger,,,,,,,,,,
16220,ENV503 Biofungicide MUP,87645-3,01,2018-12-14, ,F,N,Caution,,,,,,,,,,
16221,ENV503 Biofungicide Wettable Powder,87645-4,06,2018-12-18, ,F,N,Caution,,,,,,,,,,
16222,FOMESAFEN TECHNICAL,87655-1,01,2011-03-31, ,F,N,Danger,,,,,,,,,,
16223,FOMESAFEN 1.88 HERBICIDE,87655-3,15,2011-09-08, ,F,N,Warning,,,,,,,,,,
16224,FOMESAFEN 2 SL HERBICIDE,87655-2,12,2011-06-27, ,F,N,Danger,,,,,,,,,,
16225,Bio-Spear Sanitizing Wipes,87656-3,  ,2019-03-25, ,F,Y,Warning,,,,,,,,,,
